loss,accuracy,precision_1,recall_1,val_loss,val_accuracy,val_precision_1,val_recall_1
0.36778010258240906,0.8438884615898132,0.8438884615898132,0.8438884615898132,0.7774431436107709,0.6947115659713745,0.6947115659713745,0.6947115659713745
0.28417231226017114,0.8814177513122559,0.8814177513122559,0.8814177513122559,0.8537167928253229,0.6706730723381042,0.6706730723381042,0.6706730723381042
0.27432397129885505,0.8798540234565735,0.8798540234565735,0.8798540234565735,0.9472572909524808,0.6370192170143127,0.6370192170143127,0.6370192170143127
0.2597841149681957,0.8960124850273132,0.8960124850273132,0.8960124850273132,0.9719339312555698,0.6225961446762085,0.6225961446762085,0.6225961446762085
0.24451994097478258,0.896533727645874,0.896533727645874,0.896533727645874,1.1655737032683997,0.6634615659713745,0.6634615659713745,0.6634615659713745
0.25102173428082486,0.8967943787574768,0.8967943787574768,0.8967943787574768,1.099716478994546,0.6370192170143127,0.6370192170143127,0.6370192170143127
0.24936738870465136,0.8949699997901917,0.8949699997901917,0.8949699997901917,0.9896488486287686,0.629807710647583,0.629807710647583,0.629807710647583
0.22232679511253678,0.9080010652542114,0.9080010652542114,0.9080010652542114,1.0603774801219026,0.6442307829856873,0.6442307829856873,0.6442307829856873
0.2327012990193346,0.9004430770874023,0.9004430770874023,0.9004430770874023,1.0629697128002031,0.6322115659713745,0.6322115659713745,0.6322115659713745
0.2179694120962234,0.9095647931098938,0.9095647931098938,0.9095647931098938,1.0573840507288248,0.6394230723381042,0.6394230723381042,0.6394230723381042
