loss,accuracy,precision_2,recall_2,val_loss,val_accuracy,val_precision_2,val_recall_2
0.2120178688122389,0.9168621301651001,0.9168621301651001,0.9168621301651001,1.0009595707345467,0.71875,0.71875,0.71875
0.19956439857001973,0.9199895858764648,0.9199895858764648,0.9199895858764648,0.8458215981148757,0.7115384340286255,0.7115384340286255,0.7115384340286255
0.20350329350735452,0.9186864495277405,0.9186864495277405,0.9186864495277405,0.9107081269702086,0.7091346383094788,0.7091346383094788,0.7091346383094788
0.19399713421352585,0.9254626035690308,0.9254626035690308,0.9254626035690308,1.0951209622077072,0.723557710647583,0.723557710647583,0.723557710647583
0.2125047009602356,0.9166015386581421,0.9166015386581421,0.9166015386581421,0.939384835987137,0.7067307829856873,0.7067307829856873,0.7067307829856873
0.19081536663954912,0.9202501773834229,0.9202501773834229,0.9202501773834229,0.8610711399322519,0.71875,0.71875,0.71875
0.18209819104993347,0.9233776330947876,0.9233776330947876,0.9233776330947876,0.906747413584246,0.7163461446762085,0.7163461446762085,0.7163461446762085
0.17706439807789692,0.9270263314247131,0.9270263314247131,0.9270263314247131,0.9436744769605306,0.723557710647583,0.723557710647583,0.723557710647583
0.17088524401886934,0.9285900592803955,0.9285900592803955,0.9285900592803955,1.0092328334979426,0.7283653616905212,0.7283653616905212,0.7283653616905212
0.17336260533391853,0.9332811832427979,0.9332811832427979,0.9332811832427979,0.8362878689972254,0.7091346383094788,0.7091346383094788,0.7091346383094788
0.17225334219147148,0.9309356212615967,0.9309356212615967,0.9309356212615967,0.8797826580703259,0.7043269276618958,0.7043269276618958,0.7043269276618958
0.1677083983718339,0.9314568638801575,0.9314568638801575,0.9314568638801575,0.9219036855949805,0.7067307829856873,0.7067307829856873,0.7067307829856873
0.17747910337846418,0.9311962723731995,0.9311962723731995,0.9311962723731995,1.1057675268071203,0.7115384340286255,0.7115384340286255,0.7115384340286255
0.17043885986709273,0.9285900592803955,0.9285900592803955,0.9285900592803955,0.9144147711877639,0.7259615659713745,0.7259615659713745,0.7259615659713745
0.16615345171180154,0.935105562210083,0.935105562210083,0.935105562210083,0.9808676804487522,0.7355769276618958,0.7355769276618958,0.7355769276618958
0.1711139181123477,0.9298931360244751,0.9298931360244751,0.9298931360244751,0.7266658396245196,0.745192289352417,0.745192289352417,0.745192289352417
0.16497488735024743,0.9364086389541626,0.9364086389541626,0.9364086389541626,0.7332881843814483,0.7259615659713745,0.7259615659713745,0.7259615659713745
0.16611082738098887,0.9309356212615967,0.9309356212615967,0.9309356212615967,0.9401510841069887,0.7307692170143127,0.7307692170143127,0.7307692170143127
0.1682712460965392,0.932238757610321,0.932238757610321,0.932238757610321,0.6764635028174291,0.75,0.75,0.75
0.16576019291816232,0.9317175149917603,0.9317175149917603,0.9317175149917603,0.8425362339386573,0.723557710647583,0.723557710647583,0.723557710647583
